1.000000, 0.000000, -1979288288
1.025000, 0.000000, -1979282960
1.050000, 0.000000, -1979288032
1.075000, 0.000000, -1979282768
1.100000, 0.000000, -1979287776
1.125000, 0.000000, -1979282512
1.150000, 0.000000, -1979287584
1.175000, 0.000000, -1979282256
1.200000, 0.000000, -1979287328
1.225000, 0.000000, -1979282000
1.250000, 0.000000, -1979282960
1.275000, 0.000000, -1979281808
1.300000, 0.000000, -1979282832
1.325000, 0.000000, -1979281616
1.350000, 0.000000, -1979282672
1.375000, 0.000000, -1979281456
1.400000, 0.000000, -1979282480
1.425000, 0.000000, -1979281264
1.450000, 0.000000, -1979282320
1.475000, 0.000000, -1979281104
1.000000, 0.000000, -1979282160
1.025000, 0.000000, -1979280944
1.050000, 0.000000, -1979281968
1.075000, 0.000000, -1979280752
1.100000, 0.000000, -1979281808
1.125000, 0.000000, -1979280592
1.150000, 0.000000, -1979281648
1.175000, 0.000000, -1979280432
1.200000, 0.000000, -1979281456
1.225000, 0.000000, -1979280240
1.250000, 0.000000, -1979281264
1.275000, 0.000000, -1979280048
1.300000, 0.000000, -1979281104
1.325000, 0.000000, -1979279888
1.350000, 0.000000, -1979280912
1.375000, 0.000000, -1979279696
1.400000, 0.000000, -1979280752
1.425000, 0.000000, -1979279536
1.450000, 0.000000, -1979280592
1.475000, 0.000000, -1979279376
1.000000, 0.000000, -1979280400
1.025000, 0.000000, -1979279184
1.050000, 0.000000, -1979280208
1.075000, 0.000000, -1979278992
1.100000, 0.000000, -1979280048
1.125000, 0.000000, -1979278832
1.150000, 0.000000, -1979279856
1.175000, 0.000000, -1979278640
1.200000, 0.000000, -1979279696
1.225000, 0.000000, -1979278480
1.250000, 0.000000, -1979279536
1.275000, 0.000000, -1979278320
1.300000, 0.000000, -1979279344
1.325000, 0.000000, -1979278128
1.350000, 0.000000, -1979279152
1.375000, 0.000000, -1979277936
1.400000, 0.000000, -1979278992
1.425000, 0.000000, -1979277776
1.450000, 0.000000, -1979278800
1.475000, 0.000000, -1979277584
1.000000, 0.000000, -1979278640
1.025000, 0.000000, -1979277424
1.050000, 0.000000, -1979278480
1.075000, 0.000000, -1979277264
1.100000, 0.000000, -1979278288
1.125000, 0.000000, -1979277072
1.150000, 0.000000, -1979278096
1.175000, 0.000000, -1979276880
1.200000, 0.000000, -1979277936
1.225000, 0.000000, -1979276720
1.250000, 0.000000, -1979277744
1.275000, 0.000000, -1979276528
1.300000, 0.000000, -1979277584
1.325000, 0.000000, -1979276368
1.350000, 0.000000, -1979277424
1.375000, 0.000000, -1979276208
1.400000, 0.000000, -1979277232
1.425000, 0.000000, -1979276016
1.450000, 0.000000, -1979277040
1.475000, 0.000000, -1979275824
1.000000, 0.000000, -1979276880
1.025000, 0.000000, -1979275664
1.050000, 0.000000, -1979276688
1.075000, 0.000000, -1979275472
1.100000, 0.000000, -1979276528
1.125000, 0.000000, -1979275312
1.150000, 0.000000, -1979276368
1.175000, 0.000000, -1979275152
1.200000, 0.000000, -1979276176
1.225000, 0.000000, -1979274960
1.250000, 0.000000, -1979275984
1.275000, 0.000000, -1979274768
1.300000, 0.000000, -1979275824
1.325000, 0.000000, -1979274608
1.350000, 0.000000, -1979275632
1.375000, 0.000000, -1979274416
1.400000, 0.000000, -1979275472
1.425000, 0.000000, -1979274256
1.450000, 0.000000, -1979275312
1.475000, 0.000000, -1979274096
1.000000, 0.000000, -1979275120
1.025000, 0.000000, -1979273904
1.050000, 0.000000, -1979274928
1.075000, 0.000000, -1979273712
1.100000, 0.000000, -1979274768
1.125000, 0.000000, -1979273552
1.150000, 0.000000, -1979274576
1.175000, 0.000000, -1979273360
1.200000, 0.000000, -1979274416
1.225000, 0.000000, -1979273200
1.250000, 0.000000, -1979274256
1.275000, 0.000000, -1979273040
1.300000, 0.000000, -1979274064
1.325000, 0.000000, -1979272848
1.350000, 0.000000, -1979273872
1.375000, 0.000000, -1979272656
1.400000, 0.000000, -1979273712
1.425000, 0.000000, -1979272496
1.450000, 0.000000, -1979273520
1.475000, 0.000000, -1979272304
